Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,prise per item,profit per item
B-25954,146,66,1,Electronics,Phones,UPI,146,66
B-25956,89,-37,4,Clothing,Shirt,COD,22.25,-9.25
B-26096,88,11,3,Electronics,Accessories,COD,29.33333333,3.666666667
B-25862,121,41,4,Clothing,Stole,EMI,30.25,10.25
B-26054,88,20,2,Clothing,Saree,COD,44,10
B-25698,87,-83,5,Clothing,Kurti,COD,17.4,-16.6
B-25606,87,4,2,Clothing,Shirt,COD,43.5,2
B-25928,122,15,3,Electronics,Accessories,EMI,40.66666667,5
B-26005,87,10,3,Clothing,Stole,COD,29,3.333333333
B-25963,53,8,3,Furniture,Furnishings,UPI,17.66666667,2.666666667
B-25952,87,-32,9,Clothing,Skirt,COD,9.666666667,-3.555555556
B-25683,86,-55,6,Clothing,Saree,COD,14.33333333,-9.166666667
B-25914,125,22,3,Clothing,Stole,EMI,41.66666667,7.333333333
B-25828,128,-3,3,Clothing,Saree,Debit Card,42.66666667,-1
B-25743,143,-124,5,Clothing,Saree,UPI,28.6,-24.8
B-26085,86,22,2,Clothing,Saree,COD,43,11
B-25869,86,9,3,Clothing,Saree,COD,28.66666667,3
B-25773,85,-9,4,Clothing,Saree,COD,21.25,-2.25
B-25700,129,-75,5,Clothing,Shirt,Debit Card,25.8,-15
B-25921,84,-42,2,Electronics,Accessories,COD,42,-21
B-25730,83,-81,3,Furniture,Chairs,COD,27.66666667,-27
B-26083,143,6,2,Electronics,Accessories,UPI,71.5,3
B-25849,336,123,3,Electronics,Phones,UPI,112,41
B-25909,323,122,5,Electronics,Phones,UPI,64.6,24.4
B-26038,130,61,3,Clothing,Shirt,Debit Card,43.33333333,20.33333333
B-25999,152,-3,5,Clothing,Saree,COD,30.4,-0.6
B-25928,25,10,1,Furniture,Furnishings,UPI,25,10
B-25878,140,15,5,Clothing,Stole,UPI,28,3
B-25843,45,0,2,Clothing,Stole,UPI,22.5,0
B-25959,132,49,3,Clothing,Shirt,COD,44,16.33333333
B-25630,133,12,5,Clothing,Stole,Debit Card,26.6,2.4
B-25858,82,13,2,Clothing,Shirt,COD,41,6.5
B-26096,140,56,4,Clothing,Shirt,UPI,35,14
B-25838,81,19,7,Clothing,Hankerchief,COD,11.57142857,2.714285714
B-25943,137,38,5,Clothing,Hankerchief,Debit Card,27.4,7.6
B-25780,137,-41,3,Electronics,Phones,Debit Card,45.66666667,-13.66666667
B-25949,140,57,2,Clothing,Trousers,Debit Card,70,28.5
B-25892,139,30,3,Clothing,Shirt,UPI,46.33333333,10
B-26054,138,11,5,Clothing,Stole,UPI,27.6,2.2
B-25988,79,-124,9,Clothing,Skirt,COD,8.777777778,-13.77777778
B-25939,136,41,3,Electronics,Accessories,UPI,45.33333333,13.66666667
B-26083,145,16,3,Clothing,T-shirt,Debit Card,48.33333333,5.333333333
B-26078,44,20,2,Clothing,T-shirt,UPI,22,10
B-25902,79,6,7,Clothing,Saree,COD,11.28571429,0.857142857
B-25676,79,36,4,Clothing,Shirt,COD,19.75,9
B-26016,134,-13,3,Electronics,Electronic Games,UPI,44.66666667,-4.333333333
B-25950,133,5,5,Clothing,Stole,UPI,26.6,1
B-26056,47,20,7,Clothing,Hankerchief,UPI,6.714285714,2.857142857
B-25645,133,-42,1,Electronics,Printers,UPI,133,-42
B-25906,78,27,3,Clothing,Stole,COD,26,9
B-26017,78,7,1,Furniture,Chairs,COD,78,7
B-25644,76,-92,8,Furniture,Furnishings,COD,9.5,-11.5
B-25679,76,-50,1,Clothing,Saree,COD,76,-50
B-25854,76,19,3,Clothing,Hankerchief,COD,25.33333333,6.333333333
B-25670,74,29,3,Clothing,Stole,COD,24.66666667,9.666666667
B-25792,74,-25,3,Clothing,Stole,COD,24.66666667,-8.333333333
B-25808,146,-63,3,Electronics,Electronic Games,Debit Card,48.66666667,-21
B-25750,73,-31,1,Furniture,Bookcases,COD,73,-31
B-26051,80,22,3,Clothing,Stole,UPI,26.66666667,7.333333333
B-26076,133,46,5,Clothing,Shirt,EMI,26.6,9.2
B-25946,146,7,2,Electronics,Phones,Debit Card,73,3.5
B-25648,130,-41,4,Clothing,Saree,EMI,32.5,-10.25
B-25992,141,41,3,Clothing,Shirt,UPI,47,13.66666667
B-25848,147,21,3,Furniture,Furnishings,Debit Card,49,7
B-25697,73,-7,1,Electronics,Phones,COD,73,-7
B-25659,148,72,7,Clothing,T-shirt,Debit Card,21.14285714,10.28571429
B-25716,58,0,4,Clothing,Saree,UPI,14.5,0
B-25652,21,-13,3,Clothing,Leggings,UPI,7,-4.333333333
B-26093,148,25,3,Clothing,Saree,Debit Card,49.33333333,8.333333333
B-25725,144,-7,4,Electronics,Electronic Games,COD,36,-1.75
B-25661,145,-104,5,Furniture,Chairs,UPI,29,-20.8
B-25693,72,-49,1,Electronics,Phones,COD,72,-49
B-25910,125,15,5,Clothing,Shirt,EMI,25,3
B-25943,149,15,3,Clothing,Saree,Debit Card,49.66666667,5
B-26100,72,16,2,Clothing,Shirt,COD,36,8
B-25830,71,0,8,Clothing,Skirt,COD,8.875,0
B-25932,71,-14,4,Furniture,Furnishings,COD,17.75,-3.5
B-25929,154,-85,3,Furniture,Chairs,EMI,51.33333333,-28.33333333
B-25708,191,13,8,Furniture,Furnishings,COD,23.875,1.625
B-25921,170,19,5,Clothing,T-shirt,UPI,34,3.8
B-25755,47,-3,2,Clothing,Stole,UPI,23.5,-1.5
B-25640,122,-47,4,Clothing,Saree,EMI,30.5,-11.75
B-25838,70,26,5,Clothing,Hankerchief,COD,14,5.2
B-26025,155,5,3,Clothing,Stole,EMI,51.66666667,1.666666667
B-25789,67,-86,9,Furniture,Furnishings,COD,7.444444444,-9.555555556
B-25697,67,-42,3,Clothing,Stole,COD,22.33333333,-14
B-25797,148,-101,2,Furniture,Bookcases,UPI,74,-50.5
B-26064,122,38,6,Clothing,T-shirt,Credit Card,20.33333333,6.333333333
B-25732,16,-5,2,Clothing,Stole,UPI,8,-2.5
B-25654,121,-17,3,Furniture,Furnishings,Credit Card,40.33333333,-5.666666667
B-25750,42,-15,12,Clothing,Skirt,UPI,3.5,-1.25
B-25751,65,-4,6,Clothing,Hankerchief,COD,10.83333333,-0.666666667
B-25889,119,-43,7,Clothing,Kurti,Credit Card,17,-6.142857143
B-25683,155,56,3,Furniture,Furnishings,EMI,51.66666667,18.66666667
B-25602,119,-5,8,Clothing,Saree,Credit Card,14.875,-0.625
B-25871,118,25,4,Clothing,Hankerchief,Credit Card,29.5,6.25
B-25953,116,22,1,Electronics,Accessories,Credit Card,116,22
B-25950,158,-29,10,Clothing,Hankerchief,EMI,15.8,-2.9
B-26091,158,69,3,Clothing,Stole,EMI,52.66666667,23
B-25753,65,-52,3,Electronics,Accessories,COD,21.66666667,-17.33333333
B-25611,160,-59,2,Clothing,Saree,EMI,80,-29.5
B-25935,162,20,3,Furniture,Chairs,EMI,54,6.666666667
B-25886,63,1,4,Clothing,T-shirt,COD,15.75,0.25
B-25833,64,27,5,Clothing,Hankerchief,UPI,12.8,5.4
B-25665,166,-113,4,Electronics,Accessories,EMI,41.5,-28.25
B-25694,167,43,7,Clothing,T-shirt,EMI,23.85714286,6.142857143
B-25668,123,17,3,Furniture,Furnishings,COD,41,5.666666667
B-25945,63,14,2,Clothing,Shirt,COD,31.5,7
B-25954,891,0,5,Clothing,Saree,COD,178.2,0
B-25818,75,28,9,Clothing,Hankerchief,UPI,8.333333333,3.111111111
B-25861,62,6,5,Clothing,Hankerchief,COD,12.4,1.2
B-25721,29,-18,7,Clothing,Skirt,UPI,4.142857143,-2.571428571
B-26024,168,18,6,Clothing,Stole,Debit Card,28,3
B-26056,70,24,3,Clothing,Stole,UPI,23.33333333,8
B-26050,169,55,4,Clothing,Saree,Debit Card,42.25,13.75
B-25708,32,-8,2,Clothing,Stole,COD,16,-4
B-25651,44,-8,3,Clothing,Stole,UPI,14.66666667,-2.666666667
B-25616,116,-56,5,Clothing,Stole,Credit Card,23.2,-11.2
B-25827,156,21,3,Furniture,Chairs,COD,52,7
B-25996,62,6,6,Clothing,Skirt,COD,10.33333333,1
B-25830,54,1,2,Clothing,Saree,UPI,27,0.5
B-25951,111,11,9,Clothing,Hankerchief,Credit Card,12.33333333,1.222222222
B-25713,158,-63,4,Furniture,Chairs,UPI,39.5,-15.75
B-25678,7,-3,2,Clothing,Skirt,UPI,3.5,-1.5
B-25901,61,28,2,Clothing,Hankerchief,UPI,30.5,14
B-25798,61,-50,4,Clothing,Hankerchief,COD,15.25,-12.5
B-25902,154,26,4,Electronics,Accessories,COD,38.5,6.5
B-25851,62,1,3,Clothing,Saree,COD,20.66666667,0.333333333
B-25944,169,38,3,Clothing,Saree,Debit Card,56.33333333,12.66666667
B-25939,61,18,2,Electronics,Accessories,COD,30.5,9
B-25656,61,-23,2,Clothing,Saree,COD,30.5,-11.5
B-25695,171,14,9,Clothing,Shirt,Debit Card,19,1.555555556
B-25781,60,-49,8,Clothing,Hankerchief,COD,7.5,-6.125
B-25783,25,-11,1,Clothing,Stole,UPI,25,-11
B-25867,163,26,4,Clothing,Shirt,COD,40.75,6.5
B-25993,173,86,1,Electronics,Printers,Debit Card,173,86
B-25755,257,-3,2,Furniture,Bookcases,UPI,128.5,-1.5
B-25880,108,37,2,Clothing,Stole,Credit Card,54,18.5
B-25941,177,41,4,Clothing,Shirt,Debit Card,44.25,10.25
B-25757,106,15,7,Clothing,Hankerchief,Credit Card,15.14285714,2.142857143
B-25754,41,-14,5,Clothing,Leggings,UPI,8.2,-2.8
B-25653,168,-10,3,Electronics,Accessories,UPI,56,-3.333333333
B-25821,60,21,4,Clothing,Stole,COD,15,5.25
B-25706,31,-11,4,Clothing,Stole,COD,7.75,-2.75
B-26064,179,0,2,Clothing,Saree,Debit Card,89.5,0
B-25803,106,12,3,Clothing,Trousers,Credit Card,35.33333333,4
B-26076,60,13,2,Clothing,T-shirt,COD,30,6.5
B-25603,180,5,3,Clothing,Trousers,Debit Card,60,1.666666667
B-25903,60,-10,2,Furniture,Furnishings,COD,30,-5
B-25938,59,25,3,Clothing,Stole,COD,19.66666667,8.333333333
B-25868,170,73,2,Electronics,Accessories,UPI,85,36.5
B-25956,59,10,2,Clothing,Hankerchief,COD,29.5,5
B-25652,24,-21,7,Clothing,Skirt,COD,3.428571429,-3
B-25883,105,-26,8,Clothing,Leggings,Credit Card,13.125,-3.25
B-26096,103,46,2,Clothing,Saree,Credit Card,51.5,23
B-25969,171,17,6,Clothing,T-shirt,UPI,28.5,2.833333333
B-25951,102,13,2,Clothing,Stole,Credit Card,51,6.5
B-25855,98,12,2,Clothing,Hankerchief,Credit Card,49,6
B-26091,59,10,4,Clothing,Leggings,COD,14.75,2.5
B-25954,189,60,4,Furniture,Furnishings,Debit Card,47.25,15
B-25763,58,-52,3,Furniture,Chairs,COD,19.33333333,-17.33333333
B-25945,60,3,3,Clothing,Saree,UPI,20,1
B-25740,58,-8,2,Clothing,Saree,COD,29,-4
B-25818,94,20,2,Furniture,Furnishings,UPI,47,10
B-25603,193,-166,3,Clothing,Saree,EMI,64.33333333,-55.33333333
B-25964,199,0,4,Clothing,Stole,EMI,49.75,0
B-25930,202,89,9,Clothing,T-shirt,EMI,22.44444444,9.888888889
B-25930,58,17,2,Clothing,Hankerchief,COD,29,8.5
B-25879,57,-28,2,Clothing,Kurti,COD,28.5,-14
B-25903,204,-94,4,Clothing,Hankerchief,EMI,51,-23.5
B-25614,98,-12,2,Electronics,Electronic Games,Credit Card,49,-6
B-25750,22,-12,3,Clothing,Stole,COD,7.333333333,-4
B-25852,97,17,2,Clothing,Stole,Credit Card,48.5,8.5
B-26008,57,24,5,Clothing,Leggings,COD,11.4,4.8
B-26092,97,14,2,Clothing,T-shirt,Credit Card,48.5,7
B-25689,97,17,2,Clothing,Stole,Credit Card,48.5,8.5
B-25730,96,22,5,Clothing,Stole,Credit Card,19.2,4.4
B-25885,94,27,2,Clothing,Shirt,Credit Card,47,13.5
B-25999,26,-17,1,Clothing,Stole,COD,26,-17
B-26011,93,44,2,Clothing,Stole,Credit Card,46.5,22
B-25754,93,-65,4,Clothing,Stole,Credit Card,23.25,-16.25
B-26030,92,5,6,Clothing,Hankerchief,Credit Card,15.33333333,0.833333333
B-25851,57,27,2,Clothing,T-shirt,COD,28.5,13.5
B-25870,57,7,3,Furniture,Furnishings,COD,19,2.333333333
B-26074,57,21,4,Clothing,Leggings,COD,14.25,5.25
B-25861,128,4,3,Clothing,Saree,COD,42.66666667,1.333333333
B-25797,89,-4,5,Clothing,Saree,Credit Card,17.8,-0.8
B-25993,221,26,7,Furniture,Furnishings,COD,31.57142857,3.714285714
B-25799,205,-119,3,Clothing,Saree,Debit Card,68.33333333,-39.66666667
B-25721,191,51,5,Clothing,Shirt,UPI,38.2,10.2
B-26056,206,18,4,Clothing,Hankerchief,Debit Card,51.5,4.5
B-25743,56,0,4,Clothing,Hankerchief,COD,14,0
B-25854,88,16,4,Clothing,Stole,Credit Card,22,4
B-25748,224,58,3,Electronics,Phones,UPI,74.66666667,19.33333333
B-25976,193,8,4,Clothing,T-shirt,UPI,48.25,2
B-25953,87,36,5,Clothing,Stole,Credit Card,17.4,7.2
B-25996,189,4,1,Clothing,Saree,UPI,189,4
B-25717,55,-33,2,Furniture,Chairs,COD,27.5,-16.5
B-25865,85,-1,3,Clothing,Saree,Credit Card,28.33333333,-0.333333333
B-25959,252,56,2,Electronics,Phones,UPI,126,28
B-25855,197,73,1,Furniture,Bookcases,COD,197,73
B-25703,17,-3,2,Clothing,Stole,UPI,8.5,-1.5
B-26049,100,28,2,Clothing,Hankerchief,UPI,50,14
B-25755,80,-19,5,Clothing,Stole,UPI,16,-3.8
B-26070,75,29,1,Clothing,Trousers,UPI,75,29
B-25755,26,4,2,Clothing,Saree,UPI,13,2
B-26047,55,12,5,Clothing,Skirt,COD,11,2.4
B-25604,157,5,9,Clothing,Saree,UPI,17.44444444,0.555555556
B-25651,200,-60,4,Furniture,Bookcases,UPI,50,-15
B-25983,230,5,2,Clothing,Saree,UPI,115,2.5
B-26056,213,-145,3,Furniture,Bookcases,Debit Card,71,-48.33333333
B-25940,55,4,2,Clothing,Stole,COD,27.5,2
B-25766,220,-19,2,Clothing,Saree,Debit Card,110,-9.5
B-25935,150,32,3,Clothing,Hankerchief,COD,50,10.66666667
B-25970,203,84,2,Electronics,Printers,UPI,101.5,42
B-26053,93,31,3,Electronics,Accessories,UPI,31,10.33333333
B-25947,290,35,6,Clothing,Hankerchief,COD,48.33333333,5.833333333
B-25856,48,6,1,Clothing,Saree,COD,48,6
B-26030,221,35,4,Electronics,Accessories,Debit Card,55.25,8.75
B-26069,55,18,2,Clothing,Kurti,COD,27.5,9
B-25653,227,102,8,Electronics,Accessories,Debit Card,28.375,12.75
B-25627,55,-39,4,Clothing,Stole,COD,13.75,-9.75
B-25947,207,33,2,Electronics,Accessories,UPI,103.5,16.5
B-25801,64,6,4,Clothing,Saree,COD,16,1.5
B-25964,89,6,5,Clothing,Saree,COD,17.8,1.2
B-25950,54,27,2,Clothing,Stole,COD,27,13.5
B-25878,84,41,3,Clothing,T-shirt,Credit Card,28,13.66666667
B-25773,209,-21,2,Electronics,Electronic Games,UPI,104.5,-10.5
B-26081,79,33,4,Clothing,Stole,UPI,19.75,8.25
B-26027,54,8,4,Clothing,T-shirt,COD,13.5,2
B-25967,229,59,9,Clothing,Saree,Debit Card,25.44444444,6.555555556
B-25901,158,38,3,Clothing,Hankerchief,UPI,52.66666667,12.66666667
B-25951,248,105,2,Electronics,Phones,Debit Card,124,52.5
B-25853,199,6,2,Clothing,Saree,UPI,99.5,3
B-25923,253,-11,1,Clothing,Trousers,Debit Card,253,-11
B-25793,257,-252,4,Clothing,Saree,Debit Card,64.25,-63
B-26068,193,33,5,Electronics,Accessories,COD,38.6,6.6
B-26080,109,35,6,Clothing,T-shirt,COD,18.16666667,5.833333333
B-25843,214,30,3,Electronics,Accessories,COD,71.33333333,10
B-26002,141,7,7,Clothing,Saree,COD,20.14285714,1
B-25993,201,32,4,Furniture,Furnishings,UPI,50.25,8
B-26070,54,12,4,Clothing,Shirt,COD,13.5,3
B-25887,83,6,6,Clothing,Shirt,EMI,13.83333333,1
B-25654,54,-3,3,Clothing,Saree,COD,18,-1
B-25898,53,5,3,Clothing,T-shirt,COD,17.66666667,1.666666667
B-25664,258,-27,2,Electronics,Phones,Debit Card,129,-13.5
B-26012,199,8,2,Clothing,Saree,COD,99.5,4
B-25979,82,-27,3,Clothing,Kurti,EMI,27.33333333,-9
B-26054,139,36,3,Clothing,Stole,COD,46.33333333,12
B-25757,53,15,2,Clothing,Stole,COD,26.5,7.5
B-25623,53,1,4,Clothing,Stole,COD,13.25,0.25
B-25824,101,38,2,Furniture,Furnishings,COD,50.5,19
B-25754,262,215,2,Electronics,Printers,Debit Card,131,107.5
B-25693,82,-39,5,Clothing,T-shirt,EMI,16.4,-7.8
B-25638,154,39,3,Clothing,Hankerchief,COD,51.33333333,13
B-25922,52,18,2,Clothing,Stole,COD,26,9
B-25919,1599,37,6,Electronics,Electronic Games,UPI,266.5,6.166666667
B-25989,338,41,7,Clothing,Hankerchief,UPI,48.28571429,5.857142857
B-25999,51,-49,2,Electronics,Electronic Games,COD,25.5,-24.5
B-25661,224,-81,3,Furniture,Chairs,COD,74.66666667,-27
B-26099,207,37,4,Clothing,Hankerchief,COD,51.75,9.25
B-25866,51,14,2,Clothing,Stole,COD,25.5,7
B-26098,82,8,3,Electronics,Accessories,EMI,27.33333333,2.666666667
B-26062,50,-17,2,Clothing,Stole,COD,25,-8.5
B-25761,263,-31,9,Electronics,Electronic Games,Debit Card,29.22222222,-3.444444444
B-25843,50,7,6,Clothing,Skirt,COD,8.333333333,1.166666667
B-25683,245,-3,4,Electronics,Phones,UPI,61.25,-0.75
B-25959,82,24,6,Clothing,Hankerchief,EMI,13.66666667,4
B-25787,229,-41,8,Electronics,Accessories,COD,28.625,-5.125
B-25951,50,14,1,Electronics,Electronic Games,COD,50,14
B-26056,220,40,2,Electronics,Accessories,COD,110,20
B-25643,263,-63,2,Electronics,Electronic Games,Debit Card,131.5,-31.5
B-26093,81,-41,5,Clothing,Leggings,EMI,16.2,-8.2
B-25775,50,-17,2,Clothing,Stole,COD,25,-8.5
B-26093,49,5,4,Clothing,Hankerchief,COD,12.25,1.25
B-25851,237,47,9,Clothing,T-shirt,UPI,26.33333333,5.222222222
B-25685,264,-30,3,Furniture,Furnishings,Debit Card,88,-10
B-25651,49,3,1,Clothing,Shirt,COD,49,3
B-25793,63,-24,6,Clothing,Kurti,COD,10.5,-4
B-25708,81,-51,7,Clothing,Stole,EMI,11.57142857,-7.285714286
B-25847,264,71,10,Furniture,Furnishings,Debit Card,26.4,7.1
B-25954,48,11,2,Clothing,Shirt,COD,24,5.5
B-25997,48,15,1,Clothing,Hankerchief,COD,48,15
B-25650,245,-78,2,Electronics,Printers,UPI,122.5,-39
B-25883,146,42,5,Clothing,Hankerchief,UPI,29.2,8.4
B-25945,245,10,2,Furniture,Bookcases,COD,122.5,5
B-25981,245,91,2,Furniture,Bookcases,UPI,122.5,45.5
B-25862,80,3,3,Clothing,Stole,EMI,26.66666667,1
B-25877,269,33,5,Furniture,Chairs,Debit Card,53.8,6.6
B-26090,80,22,3,Clothing,Stole,EMI,26.66666667,7.333333333
B-26050,284,44,6,Clothing,Hankerchief,COD,47.33333333,7.333333333
B-26072,313,44,3,Electronics,Electronic Games,COD,104.3333333,14.66666667
B-25916,80,-26,9,Clothing,Skirt,EMI,8.888888889,-2.888888889
B-25722,48,-8,8,Clothing,Stole,COD,6,-1
B-25746,87,16,2,Clothing,Saree,UPI,43.5,8
B-25753,47,-114,5,Furniture,Furnishings,COD,9.4,-22.8
B-25956,140,28,2,Electronics,Phones,COD,70,14
B-25996,47,1,2,Clothing,Stole,COD,23.5,0.5
B-25896,79,-2,2,Furniture,Furnishings,EMI,39.5,-1
B-25796,78,-64,7,Clothing,Stole,EMI,11.14285714,-9.142857143
B-25798,47,-3,2,Clothing,Stole,COD,23.5,-1.5
B-26043,185,48,4,Clothing,Stole,UPI,46.25,12
B-26028,77,36,2,Clothing,Shirt,EMI,38.5,18
B-25812,259,47,5,Clothing,Hankerchief,UPI,51.8,9.4
B-25605,75,0,7,Clothing,Saree,EMI,10.71428571,0
B-25702,75,0,3,Clothing,Shirt,EMI,25,0
B-25940,46,0,4,Clothing,Leggings,COD,11.5,0
B-26087,46,13,3,Clothing,Hankerchief,COD,15.33333333,4.333333333
B-25955,200,13,5,Electronics,Phones,COD,40,2.6
B-25626,46,-14,1,Electronics,Phones,COD,46,-14
B-25811,126,52,4,Clothing,Hankerchief,UPI,31.5,13
B-25856,74,29,3,Clothing,Stole,EMI,24.66666667,9.666666667
B-25628,45,13,4,Clothing,Skirt,COD,11.25,3.25
B-26016,74,9,3,Clothing,Shirt,UPI,24.66666667,3
B-25999,129,11,2,Electronics,Phones,UPI,64.5,5.5
B-26043,122,50,7,Clothing,Stole,UPI,17.42857143,7.142857143
B-25743,74,-51,3,Clothing,Stole,UPI,24.66666667,-17
B-26014,278,39,5,Furniture,Chairs,Debit Card,55.6,7.8
B-25876,282,14,4,Clothing,Trousers,Debit Card,70.5,3.5
B-25785,45,0,2,Clothing,T-shirt,COD,22.5,0
B-25810,45,6,3,Clothing,Shirt,COD,15,2
B-25833,45,16,3,Clothing,Stole,COD,15,5.333333333
B-25931,73,-36,3,Furniture,Chairs,UPI,24.33333333,-12
B-25852,45,12,4,Clothing,Hankerchief,COD,11.25,3
B-25738,72,-6,3,Clothing,Saree,UPI,24,-2
B-25921,71,-44,5,Electronics,Accessories,UPI,14.2,-8.8
B-25685,45,-2,4,Clothing,Shirt,COD,11.25,-0.5
B-25996,286,140,6,Clothing,Shirt,Debit Card,47.66666667,23.33333333
B-25663,294,138,2,Electronics,Printers,Debit Card,147,69
B-25888,223,4,3,Electronics,Phones,COD,74.33333333,1.333333333
B-25677,20,-2,1,Electronics,Accessories,UPI,20,-2
B-26045,302,75,6,Furniture,Furnishings,Debit Card,50.33333333,12.5
B-26002,113,28,2,Clothing,Saree,UPI,56.5,14
B-25953,44,2,3,Clothing,Hankerchief,COD,14.66666667,0.666666667
B-25617,305,-270,5,Electronics,Electronic Games,Debit Card,61,-54
B-25702,306,-147,3,Clothing,Saree,Debit Card,102,-49
B-25799,70,-64,5,Clothing,Stole,UPI,14,-12.8
B-25985,44,11,4,Clothing,Stole,COD,11,2.75
B-25952,44,14,3,Clothing,Hankerchief,COD,14.66666667,4.666666667
B-25754,319,312,5,Clothing,Saree,Debit Card,63.8,62.4
B-25770,287,-280,12,Furniture,Chairs,UPI,23.91666667,-23.33333333
B-25954,44,10,3,Clothing,Stole,COD,14.66666667,3.333333333
B-25657,288,-180,4,Furniture,Chairs,COD,72,-45
B-25801,49,-31,2,Clothing,Stole,COD,24.5,-15.5
B-26000,43,-10,4,Clothing,Skirt,COD,10.75,-2.5
B-25897,43,5,3,Clothing,Stole,COD,14.33333333,1.666666667
B-25681,68,-27,3,Electronics,Accessories,UPI,22.66666667,-9
B-25852,320,144,1,Electronics,Printers,Debit Card,320,144
B-26067,67,2,4,Clothing,T-shirt,UPI,16.75,0.5
B-25601,66,-12,5,Clothing,Stole,UPI,13.2,-2.4
B-25804,321,26,3,Electronics,Printers,Debit Card,107,8.666666667
B-25751,43,-5,2,Clothing,Saree,COD,21.5,-2.5
B-25630,114,-39,5,Clothing,Kurti,COD,22.8,-7.8
B-25899,43,17,1,Clothing,Saree,COD,43,17
B-25751,43,21,3,Clothing,Shirt,COD,14.33333333,7
B-26081,637,50,5,Clothing,Saree,COD,127.4,10
B-25851,300,42,2,Electronics,Printers,COD,150,21
B-26036,341,44,7,Furniture,Furnishings,UPI,48.71428571,6.285714286
B-25704,102,0,3,Electronics,Phones,COD,34,0
B-25761,328,-15,3,Electronics,Electronic Games,Debit Card,109.3333333,-5
B-25978,341,160,7,Clothing,Stole,Debit Card,48.71428571,22.85714286
B-26077,62,11,7,Clothing,Hankerchief,UPI,8.857142857,1.571428571
B-25981,42,13,3,Clothing,Leggings,COD,14,4.333333333
B-26043,62,28,5,Clothing,Hankerchief,UPI,12.4,5.6
B-25896,42,7,2,Clothing,Kurti,COD,21,3.5
B-25790,42,-3,1,Electronics,Electronic Games,COD,42,-3
B-25789,313,-13,5,Furniture,Bookcases,UPI,62.6,-2.6
B-26061,109,52,2,Clothing,Stole,UPI,54.5,26
B-25923,226,58,3,Electronics,Accessories,COD,75.33333333,19.33333333
B-25868,62,-1,1,Electronics,Phones,UPI,62,-1
B-25777,61,-25,4,Electronics,Accessories,UPI,15.25,-6.25
B-25999,222,74,5,Clothing,Hankerchief,COD,44.4,14.8
B-25854,342,-154,7,Furniture,Furnishings,Debit Card,48.85714286,-22
B-25667,344,-34,3,Clothing,Saree,Debit Card,114.6666667,-11.33333333
B-25829,345,38,7,Clothing,Hankerchief,Debit Card,49.28571429,5.428571429
B-25705,46,0,2,Electronics,Electronic Games,COD,23,0
B-25843,255,74,5,Clothing,Hankerchief,COD,51,14.8
B-25958,360,32,3,Clothing,Saree,UPI,120,10.66666667
B-25893,372,59,3,Electronics,Printers,UPI,124,19.66666667
B-25855,61,30,2,Clothing,Hankerchief,UPI,30.5,15
